,-4,-3,-2,-1,0,1,2,3,4
GDP (output),0.433507986481153,0.627744815112046,0.81322980378769,0.948308014617233,1,0.948308014617233,0.81322980378769,0.627744815112046,0.433507986481153
 (s.e.),0.0330372657654789,0.0223731016761281,0.0113628428394994,0.00311243014554881,1.24884354825824e-17,0.00311243014554881,0.0113628428394994,0.0223731016761281,0.0330372657654789
 (p-val.),1.45962849052462e-15,3.68825650094868e-29,3.8383438738533e-49,3.25053047643163e-80,NA,3.25053047643163e-80,3.8383438738533e-49,3.68825650094868e-29,1.45962849052462e-15
Consumption,0.89178516973388,0.977314871953411,0.97599704496748,0.887919277866253,0.733807827071017,0.544366403016289,0.363956345567463,0.222267106988662,0.133890610396422
 (s.e.),0.00658165495462297,0.00160443707994202,0.00133915641866804,0.00665324736090404,0.0162947114744218,0.0271772686205616,0.0363485336001016,0.0415609487397094,0.0418472429786964
 (p-val.),7.35479432785334e-63,5.13461755540635e-95,7.87909719598097e-99,1.5785875821208e-62,3.36563128356737e-39,2.80399781222808e-22,1.09382996151733e-12,4.08106348184363e-10,1.06488580509649e-09
Investment,-0.334524455716858,-0.185633416910655,0.0470518884829415,0.315721302253922,0.559051757358427,0.717503492544412,0.762499488385971,0.696383281500022,0.550585896706428
 (s.e.),0.0301833075945151,0.0267945852434486,0.0182778067631066,0.00745737452429967,0.00422756259191893,0.00939585207965182,0.00910068715834271,0.00503139399910503,0.0115217561350236
 (p-val.),3.97969155419854e-13,8.36447494327949e-10,0.0374238379328153,6.95329266047768e-34,6.37846803774544e-61,3.64316514656845e-50,2.719076172992e-52,1.18691700620469e-62,1.80085249898062e-39
Gov. Expenditure,0.767643495077888,0.889737445883321,0.926822145268162,0.873224137144618,0.743767543406778,0.565798020317839,0.386580271385228,0.241913388746179,0.15241205179683
 (s.e.),0.0102976636610869,0.00496900334734857,0.00436931784736135,0.00909199929534176,0.0180587657846071,0.0285342110286801,0.0375275078610772,0.0426769180109572,0.0429404287040271
 (p-val.),7.55724171100508e-50,8.99895343355599e-69,1.82463466484475e-72,1.60455529927919e-55,2.13241954678957e-37,3.16143325597103e-22,3.61852467476773e-13,6.44829595388514e-10,1.61732015352489e-09
Imports,-0.0846889959576256,-0.077850487108672,-0.0396679975459346,0.0296704191242512,0.118894010057363,0.203775188595259,0.26482464696844,0.288314777440119,0.272162242395568
