,-4,-3,-2,-1,0,1,2,3,4
GDP (output),0.0583364002705229,0.358637935833375,0.670394358919031,0.909099158815623,1,0.909099158815623,0.670394358919031,0.358637935833375,0.0583364002705229
 (s.e.),0.0295954378565817,0.0217196752844804,0.0116651297025053,0.00326222757318638,3.09626408413875e-17,0.00326222757318638,0.0116651297025053,0.0217196752844804,0.0295954378565817
 (p-val.),0.554081210802653,2.76123037509836e-07,1.29468314474351e-12,6.25174823224468e-19,NA,6.25174823224468e-19,1.29468314474351e-12,2.76123037509836e-07,0.554081210802653
Consumption,0.112801978915714,0.286772485118703,0.459043735845866,0.580206033101724,0.611617040317285,0.542796793507612,0.403130122553313,0.239734074219242,0.097056317811398
 (s.e.),0.0319584997620204,0.0304407796441834,0.0333659183326601,0.0391603242153437,0.0439553660364445,0.0453887920673092,0.0429934920844803,0.0386291894007081,0.0354057032519205
 (p-val.),0.0958542396452289,5.31218341524281e-05,7.28504959402563e-07,2.57652441794545e-07,4.07448155779279e-07,1.74840823859389e-06,2.19195336154398e-05,0.00171083667287208,0.300046369219467
Investment,-0.218576943229533,-0.0693924904816834,0.128624761313464,0.326417946837419,0.469949782123297,0.517542483885253,0.460158388991102,0.319140846778245,0.136246692678349
 (s.e.),0.0174207677252251,0.0151854622699689,0.0172276608314404,0.0208949329317552,0.0223265125674997,0.0211253463186562,0.0216863212326441,0.0262071979974976,0.0320183579952946
 (p-val.),1.81672851289677e-05,0.870065452235973,0.0206714404311425,5.83425168357791e-07,1.77782107420017e-08,3.89629259346445e-09,1.72948882345615e-08,4.97452895586233e-06,0.0817004755774405
Gov. Expenditure,NA,NA,NA,NA,NA,NA,NA,NA,NA
 (s.e.),NA,NA,NA,NA,NA,NA,NA,NA,NA
 (p-val.),1,1,1,1,1,1,1,1,1
Imports,0.459424945276152,0.449826445224316,0.333994162488986,0.146573208002983,-0.0560199819117397,-0.219553156319214,-0.315575322464696,-0.34268852990728,-0.31666417907082
 (s.e.),0.0255808257978277,0.0226676281640485,0.0236314511513459,0.0270142128248478,0.0300550321934105,0.0309696134969041,0.0295430309570965,0.0261230854905754,0.0221374287286272
 (p-val.),7.4202223190691e-08,3.2558616626464e-08,1.26462000289796e-06,0.0285356118758559,0.566598133035102,0.00105706288919693,1.47711971679987e-05,2.18390920239311e-06,1.34809367933393e-06
Exports,NA,NA,NA,NA,NA,NA,NA,NA,NA
 (s.e.),NA,NA,NA,NA,NA,NA,NA,NA,NA
 (p-val.),1,1,1,1,1,1,1,1,1
Net Exports,NA,NA,NA,NA,NA,NA,NA,NA,NA
 (s.e.),NA,NA,NA,NA,NA,NA,NA,NA,NA
 (p-val.),1,1,1,1,1,1,1,1,1
Price,0.0216534419090648,0.168468015864131,0.296266435500888,0.381179098890115,0.411566063255271,0.388752412660161,0.322163524043744,0.227126140795114,0.123021265084815
 (s.e.),0.0505076342608364,0.0481642810102125,0.0444128700943094,0.0404886939594814,0.0351292615994681,0.0294938541795798,0.0290719878792849,0.0346283494278953,0.0401404118993905
 (p-val.),0.0660592438751638,0.036681342419533,0.000562333429894738,2.40917365398902e-05,3.50025871947943e-06,1.50585668518923e-06,1.0357758136961e-05,0.0014915567546681,0.123101425931155
Profits,0.0906514549410923,0.362935034875381,0.644057987616622,0.861153233026033,0.948407868877012,0.872186601986374,0.658183943154162,0.368973844885489,0.0800279914668148
 (s.e.),0.0353762645402663,0.0302269127458167,0.0214802625693504,0.0121158763839118,0.00506919454626802,0.00625471418782784,0.0127257116983606,0.0204027503084787,0.0271292683339578
 (p-val.),0.165935063765892,3.8744796245382e-06,4.59195814967506e-10,1.43208121145287e-13,2.1667968306748e-17,3.30509804455451e-16,3.41604764065681e-12,1.16952822346886e-07,0.367499555558617
Wages,0.00583141788543424,0.29099209947548,0.588946356776718,0.814280752339889,0.893409470983098,0.798046233653869,0.567840769483886,0.280985593571391,0.0192286825031323
 (s.e.),0.0247772938958805,0.0200168461502135,0.0142235705508369,0.00968992705750705,0.0115607216687373,0.0201475175496646,0.0303201863039419,0.0375409285893359,0.0388844478320841
 (p-val.),0.960441540147816,1.56945594515601e-06,2.94617101235495e-11,3.37343419854016e-14,6.50996873183775e-14,2.93444156361698e-11,3.51619008752529e-08,0.000301594108448862,0.199024309607603
Profit Share,0.114893818649071,0.0677500716384061,0.0122031969871415,-0.0268147552673084,-0.0306966206763127,-0.00103917941836991,0.0415453396918717,0.0700739879563911,0.0679681925377037
 (s.e.),0.0404599957179627,0.0382048042536291,0.0358079690247645,0.0360717692502248,0.0379766191077987,0.0408757739784626,0.0448766937219388,0.0468952784253094,0.04387313779391
 (p-val.),0.0338765894749072,0.0253491010276765,0.511113831056789,0.425307757931426,0.146938611340906,0.443874151567362,0.34248778362675,0.153279583308982,0.110437482054662
Wage Share,-0.114893818649071,-0.0677500716384063,-0.0122031969871416,0.0268147552673083,0.0306966206763125,0.00103917941836936,-0.0415453396918724,-0.0700739879563915,-0.0679681925377038
 (s.e.),0.0404599957179625,0.038204804253629,0.0358079690247645,0.0360717692502249,0.0379766191077987,0.0408757739784626,0.0448766937219388,0.0468952784253093,0.04387313779391
 (p-val.),0.0338765894749059,0.0253491010276758,0.511113831056796,0.425307757931423,0.1469386113409,0.443874151567357,0.342487783626744,0.153279583308984,0.110437482054666
Markup,0.114170101235496,0.109624719555891,0.069610629875053,0.0153796178956312,-0.0253223966901831,-0.0351633834883192,-0.015797915121285,0.0166119573020505,0.0464228835412889
 (s.e.),0.0328465266139146,0.0229531691092644,0.0268675606042001,0.0399805466469879,0.0499630231314096,0.0512964654522785,0.0432549692865053,0.030708094824952,0.0247001902271045
 (p-val.),0.157769434681227,0.181717779481093,0.682670047489615,0.346400436175593,0.196787943429253,0.148232492760717,0.243276928286935,0.731047257456451,0.85421022197624
Profit Rate,-0.123434486394998,-0.0155770637446261,0.116681028182434,0.239503230259344,0.317054498205,0.321475740075774,0.247892806604132,0.112235754910621,-0.0527550578874908
 (s.e.),0.0414782406139618,0.0383663079392629,0.031506120611772,0.0269415395562715,0.0300410177970616,0.0365725131402195,0.0411280138303143,0.0416395509489348,0.0387785107836819
 (p-val.),0.0365469303930571,0.1910237042147,0.154360087404874,0.000159558974885974,1.60188932903147e-05,6.31227275814704e-05,0.00182036921133121,0.105494345749478,0.174515012661183
Productivity,0.293120915084258,0.0601943962498035,-0.215699852677739,-0.457300007551315,-0.593016609940795,-0.587021972645302,-0.459231155878374,-0.265515622769583,-0.0697588918652433
 (s.e.),0.0213836728568356,0.0226429547993674,0.0263470340727524,0.0283978148438648,0.0263694648831224,0.0213185494357423,0.0204004894721673,0.0279906433904153,0.0370025307662134
 (p-val.),2.49174413985538e-06,0.752730894363389,0.000447892696567599,1.92012115232026e-07,6.61140253927279e-09,1.12189214772337e-09,1.03414707059289e-08,6.60944554104691e-05,0.0904106067981513
Capacity Utilization,-0.117260345449368,0.0642954558463033,0.245932839795361,0.38219471558124,0.431317169895083,0.372762199778253,0.226510290733639,0.0398447949738834,-0.129759296954125
 (s.e.),0.02560809568088,0.0302182933137847,0.0393183946138598,0.0465843803971045,0.0465579495901797,0.038182730434957,0.0279313111546877,0.0285419088505564,0.0373475654936957
 (p-val.),0.0863042664170019,0.551143851102983,0.00149633556281809,6.86130214415422e-05,2.09249066121815e-05,1.911554877899e-05,0.000384208854448787,0.682430694019016,0.0468187992963908
Inventories,0.111799475106682,0.0981834741992985,0.0753625904509166,0.0527977694136421,0.0392745867457006,0.0414593432962363,0.0613921868640191,0.0959234440007859,0.136091865106973
 (s.e.),0.0365804504519827,0.0273145592800619,0.0300517974825883,0.0421198795051176,0.0535757925969656,0.0587908084116449,0.0553351143145522,0.045568436762998,0.0376800433390561
 (p-val.),0.0749884010222218,0.264380829109987,0.311789121326256,0.150890400405635,0.0681711633611972,0.0435271888901727,0.0783366271783866,0.0431037419717106,0.055317104361092
Capital Stock,0.198397636228504,0.275492125326918,0.331401640410876,0.350894292736954,0.326258674765577,0.264429987203824,0.189068569869181,0.127826240171217,0.0994585138857036
 (s.e.),0.0331349443437167,0.0337564917205733,0.0350722500281242,0.037854956911461,0.0410410327136846,0.043604593243245,0.0451903178517279,0.0467727388395327,0.0488425598614903
 (p-val.),0.00414481545493979,0.000174909777409845,3.34259096399211e-05,3.327631184993e-05,0.000127506957223124,0.00143359408995144,0.0080148302562794,0.0353299096100382,0.0522454980278043
Unemployment,0.133899740617566,-0.0740831602551442,-0.278506558953261,-0.424307100575519,-0.469793099376815,-0.400885413355527,-0.242497937854256,-0.041212080215935,0.149649136667694
 (s.e.),0.0282322257171063,0.0279601306810861,0.0311322891794089,0.035479539552144,0.036571897859418,0.0333395459197943,0.0299640892098994,0.0319280484482722,0.0375156095322386
 (p-val.),0.067911580097727,0.457131394006408,8.6378760379757e-05,2.76436007535634e-06,1.23979608797616e-06,2.99953921158364e-06,0.000294485161046286,0.462422847567048,0.0664057387703835
Employment,0.0387853155708922,0.337137358945781,0.628298035631024,0.832194384477866,0.8866897608912,0.774660719460793,0.539964061586677,0.258420665127369,0.0067690050891271
 (s.e.),0.0239993096627141,0.0194932468852159,0.0138132540672813,0.00830496157309932,0.00939373225656481,0.0203050209844642,0.0331924218686943,0.0428673541069836,0.0460861982078421
 (p-val.),0.87658805869467,2.21988983404178e-07,1.15313906223042e-11,6.77466123142339e-15,1.08660404240065e-14,4.24325407752405e-11,1.29459704260998e-07,0.00159408948658277,0.186275909075105
Capital-Labor,0.165490456279256,-0.00436671687085193,-0.190147001362505,-0.339143026440246,-0.405905228363998,-0.368967186205046,-0.243026698189042,-0.0665423482339688,0.113098986690642
 (s.e.),0.0342422403517731,0.0297681521683368,0.0278564211531613,0.0302180028448647,0.0320140030086767,0.0311263306638521,0.0308966083726378,0.0336369447888571,0.0371078697280023
 (p-val.),0.00184825659310805,0.784560243445503,0.00254012200933008,8.05948393979868e-06,1.87931962619475e-06,4.12491723185181e-06,0.000355238400357144,0.365323425520938,0.0336061566318292
Inflation,-0.1116195449961,0.0317352555463811,0.150500903452063,0.218805556196457,0.227904453988639,0.186256518495336,0.115604737995526,0.0408210445245396,-0.0168871146445303
 (s.e.),0.0387030523469944,0.0442752931388882,0.0413875915572777,0.0326422689107079,0.0266556664805071,0.0304264333936064,0.0367673247428641,0.0386524355533431,0.0357438171199861
 (p-val.),0.127192394164546,0.0715657541093424,0.0340512568931423,0.00151381578102695,0.00025980487047892,0.00187733956723471,0.0197090142098486,0.0578134550100104,0.488235878583041
Consumption (Share of GDP),0.0767770604045929,-0.019850370029978,-0.130824969934444,-0.22927167681969,-0.28509546199256,-0.275715345913682,-0.200079366025194,-0.0776889135603576,0.0585860169914934
 (s.e.),0.0351809650745181,0.0339495479684561,0.0371640227937137,0.0444657393058005,0.0503652272116115,0.0511645305112356,0.047469701385069,0.0436391178124848,0.0439044409851759
 (p-val.),0.175580257788745,0.383227506843714,0.0324575279262738,0.00522414836521219,0.00175487501795386,0.00255490451678928,0.00163548737643211,0.0188932320609319,0.101003931855995
Investment (Share of GDP),-0.240429723026839,-0.099159383769215,0.0915369549648566,0.286525275642352,0.434534642331538,0.493309756878672,0.449433896632075,0.318768163831045,0.139748199424738
 (s.e.),0.019381960893638,0.0178365668361029,0.0190115432290594,0.0222042890682516,0.0240239721187736,0.0231614864282477,0.0229834792785787,0.0268525497555394,0.0330756326184465
 (p-val.),1.24543098696936e-05,0.267466424103001,0.363386574512207,4.44149485024114e-06,7.8504589214207e-08,1.45853201825304e-08,3.70816524495616e-08,6.14273690602388e-06,0.0632268762147724
